Customer_ID,Product_ID,Order_Number,Order_Date,N_Items,List_Price,Description,Country_Code,Country,Gender,Birthday,Colour,Category,Inventory,Category,Pattern
100001,203030101,21,22/01/2019,3,49.99,Relaxed and Casual Shirts White Plain,124,Canada,0,10/05/2004,WHITE,SHIRTS,81,RELAXED AND CASUAL,PLAIN
100001,101050703,19,20/01/2019,8,99.99,Contemporary and Clean Jackets Red Geometric,124,Canada,0,10/05/2004,RED,JACKETS,83,CONTEMPORARY AND CLEAN,GEOMETRIC
100001,102050701,19,20/01/2019,8,49.99,Utility and Basics Jackets Red Plain,124,Canada,0,10/05/2004,RED,JACKETS,33,UTILITY AND BASICS,PLAIN
100001,202040503,19,20/01/2019,8,129.99,Utility and Basics Pants Green Geometric,124,Canada,0,10/05/2004,GREEN,PANTS,55,UTILITY AND BASICS,GEOMETRIC
100001,103010103,21,22/01/2019,3,39.99,Relaxed and Casual Hats White Geometric,124,Canada,0,10/05/2004,WHITE,HATS,15,RELAXED AND CASUAL,GEOMETRIC
100001,204040602,19,20/01/2019,8,159.99,Dress to Impress Pants Purple Striped,124,Canada,0,10/05/2004,PURPLE,PANTS,4,DRESS TO IMPRESS,STRIPED
100001,101030409,58,21/01/2019,3,19.99,Contemporary and Clean Shirts Blue Floral,124,Canada,0,10/05/2004,BLUE,SHIRTS,42,CONTEMPORARY AND CLEAN,FLORAL
100001,201010508,58,22/01/2019,3,39.99,Contemporary and Clean Hats Green Polka Dots,124,Canada,0,10/05/2004,GREEN,HATS,9,CONTEMPORARY AND CLEAN,POLKA DOTS
100001,102060703,19,23/01/2019,8,19.99,Utility and Basics sweaters Red Geometric,124,Canada,0,10/05/2004,RED,SWEATERS,48,UTILITY AND BASICS,GEOMETRIC
100001,103040101,21,24/01/2019,3,59.99,Relaxed and Casual Pants White Plain,124,Canada,0,10/05/2004,WHITE,PANTS,4,RELAXED AND CASUAL,PLAIN
100001,102050603,93,25/01/2019,2,59.99,Utility and Basics Jackets Purple Geometric,124,Canada,0,10/05/2004,PURPLE,JACKETS,6,UTILITY AND BASICS,GEOMETRIC
100001,202030501,19,26/01/2019,8,89.99,Utility and Basics Shirts Green Plain,124,Canada,0,10/05/2004,GREEN,SHIRTS,19,UTILITY AND BASICS,PLAIN
100001,101050410,58,27/01/2019,3,49.99,Contemporary and Clean Jackets Blue Animal print,124,Canada,0,10/05/2004,BLUE,JACKETS,97,CONTEMPORARY AND CLEAN,ANIMAL PRINT
100001,101050702,19,28/01/2019,8,149.99,Contemporary and Clean Jackets Red Striped,124,Canada,0,10/05/2004,RED,JACKETS,61,CONTEMPORARY AND CLEAN,STRIPED
100001,102030402,19,29/01/2019,8,19.99,Utility and Basics Shirts Blue Striped,124,Canada,0,10/05/2004,BLUE,SHIRTS,8,UTILITY AND BASICS,STRIPED
100001,102030603,93,30/01/2019,2,9.99,Utility and Basics Shirts Purple Geometric,124,Canada,0,10/05/2004,PURPLE,SHIRTS,75,UTILITY AND BASICS,GEOMETRIC
310020,101050309,26,31/01/2019,8,129.99,Contemporary and Clean Jackets Brown Floral,840,USA,1,13/05/1970,BROWN,JACKETS,24,CONTEMPORARY AND CLEAN,FLORAL
310020,103020401,26,01/02/2019,8,19.99,Relaxed and Casual Shoes Blue Plain,840,USA,1,13/05/1970,BLUE,SHOES,60,RELAXED AND CASUAL,PLAIN
310020,102030203,61,02/02/2019,7,89.99,Utility and Basics Shirts Black Geometric,840,USA,1,13/05/1970,BLACK,SHIRTS,5,UTILITY AND BASICS,GEOMETRIC
310020,102020201,26,03/02/2019,8,9.99,Utility and Basics Shoes Black Plain,840,USA,1,13/05/1970,BLACK,SHOES,76,UTILITY AND BASICS,PLAIN
310020,102020204,61,04/02/2019,7,19.99,Utility and Basics Shoes Black Check,840,USA,1,13/05/1970,BLACK,SHOES,27,UTILITY AND BASICS,CHECK
310020,103040310,26,05/02/2019,8,149.99,Relaxed and Casual Pants Brown Animal print,840,USA,1,13/05/1970,BROWN,PANTS,69,RELAXED AND CASUAL,ANIMAL PRINT
310020,110050506,52,06/02/2019,3,139.99,Runway Inspired Jackets Green Paisley,840,USA,1,13/05/1970,GREEN,JACKETS,42,RUNWAY INSPIRED,PAISLEY
310020,104010201,61,07/02/2019,7,59.99,Dress to Impress Hats Black Plain,840,USA,1,13/05/1970,BLACK,HATS,2,DRESS TO IMPRESS,PLAIN
310020,104030104,61,08/02/2019,7,109.99,Dress to Impress Shirts White Check,840,USA,1,13/05/1970,WHITE,SHIRTS,59,DRESS TO IMPRESS,CHECK
310020,104041001,11,09/02/2019,2,119.99,Dress to Impress Pants Orange Plain,840,USA,1,13/05/1970,ORANGE,PANTS,98,DRESS TO IMPRESS,PLAIN
310020,102050401,26,10/02/2019,8,129.99,Utility and Basics Jackets Blue Plain,840,USA,1,13/05/1970,BLUE,JACKETS,94,UTILITY AND BASICS,PLAIN
310020,102010109,26,11/02/2019,8,29.99,Utility and Basics Hats White Floral,840,USA,1,13/05/1970,WHITE,HATS,23,UTILITY AND BASICS,FLORAL
310020,101050202,61,12/02/2019,7,139.99,Contemporary and Clean Jackets Black Striped,840,USA,1,13/05/1970,BLACK,JACKETS,70,CONTEMPORARY AND CLEAN,STRIPED
310020,104060104,61,13/02/2019,7,189.99,Dress to Impress sweaters White Check,840,USA,1,13/05/1970,WHITE,SWEATERS,45,DRESS TO IMPRESS,CHECK
310020,104020204,61,14/02/2019,7,49.99,Dress to Impress Shoes Black Check,840,USA,1,13/05/1970,BLACK,SHOES,52,DRESS TO IMPRESS,CHECK
310020,203061008,11,15/02/2019,2,169.99,Relaxed and Casual sweaters Orange Polka Dots,840,USA,1,13/05/1970,ORANGE,SWEATERS,34,RELAXED AND CASUAL,POLKA DOTS
310020,104010506,52,16/02/2019,3,49.99,Dress to Impress Hats Green Paisley,840,USA,1,13/05/1970,GREEN,HATS,79,DRESS TO IMPRESS,PAISLEY
310020,210020406,52,17/02/2019,3,69.99,Runway Inspired Shoes Blue Paisley,840,USA,1,13/05/1970,BLUE,SHOES,81,RUNWAY INSPIRED,PAISLEY
310020,201060310,26,18/02/2019,8,159.99,Contemporary and Clean sweaters Brown Animal print,840,USA,1,13/05/1970,BROWN,SWEATERS,31,CONTEMPORARY AND CLEAN,ANIMAL PRINT
310020,103060209,1,19/02/2019,1,79.99,Relaxed and Casual sweaters Black Floral,840,USA,1,13/05/1970,BLACK,SWEATERS,65,RELAXED AND CASUAL,FLORAL
310020,103020210,26,20/02/2019,8,19.99,Relaxed and Casual Shoes Black Animal print,840,USA,1,13/05/1970,BLACK,SHOES,51,RELAXED AND CASUAL,ANIMAL PRINT
500017,109020303,35,21/02/2019,4,49.99,Romantic and Bohemian Shoes Brown Geometric,840,USA,0,05/11/2002,BROWN,SHOES,76,ROMANTIC AND BOHEMIAN,GEOMETRIC
500017,210050409,40,22/02/2019,7,179.99,Runway Inspired Jackets Blue Floral,840,USA,0,05/11/2002,BLUE,JACKETS,33,RUNWAY INSPIRED,FLORAL
500017,104060507,40,23/02/2019,7,169.99,Dress to Impress sweaters Green Houndstooth,840,USA,0,05/11/2002,GREEN,SWEATERS,12,DRESS TO IMPRESS,HOUNDSTOOTH
500017,110050308,40,24/02/2019,7,79.99,Runway Inspired Jackets Brown Polka Dots,840,USA,0,05/11/2002,BROWN,JACKETS,72,RUNWAY INSPIRED,POLKA DOTS
500017,110050307,40,25/02/2019,7,179.99,Runway Inspired Jackets Brown Houndstooth,840,USA,0,05/11/2002,BROWN,JACKETS,21,RUNWAY INSPIRED,HOUNDSTOOTH
500017,210050209,40,26/02/2019,7,59.99,Runway Inspired Jackets Black Floral,840,USA,0,05/11/2002,BLACK,JACKETS,36,RUNWAY INSPIRED,FLORAL
500017,102030601,35,27/02/2019,4,49.99,Utility and Basics Shirts Purple Plain,840,USA,0,05/11/2002,PURPLE,SHIRTS,89,UTILITY AND BASICS,PLAIN
500017,104020603,35,28/02/2019,4,69.99,Dress to Impress Shoes Purple Geometric,840,USA,0,05/11/2002,PURPLE,SHOES,12,DRESS TO IMPRESS,GEOMETRIC
500017,104030408,40,01/03/2019,7,59.99,Dress to Impress Shirts Blue Polka Dots,840,USA,0,05/11/2002,BLUE,SHIRTS,7,DRESS TO IMPRESS,POLKA DOTS
500017,102050601,35,02/03/2019,4,69.99,Utility and Basics Jackets Purple Plain,840,USA,0,05/11/2002,PURPLE,JACKETS,35,UTILITY AND BASICS,PLAIN
500017,104010107,40,03/03/2019,7,39.99,Dress to Impress Hats White Houndstooth,840,USA,0,05/11/2002,WHITE,HATS,45,DRESS TO IMPRESS,HOUNDSTOOTH
500017,202060302,59,04/03/2019,1,119.99,Utility and Basics sweaters Brown Striped,840,USA,0,05/11/2002,BROWN,SWEATERS,67,UTILITY AND BASICS,STRIPED
700002,101060505,91,05/03/2019,6,69.99,Contemporary and Clean sweaters Green Plaid,840,USA,0,26/02/2001,GREEN,SWEATERS,93,CONTEMPORARY AND CLEAN,PLAID
700002,210050109,76,06/03/2019,8,109.99,Runway Inspired Jackets White Floral,840,USA,0,26/02/2001,WHITE,JACKETS,92,RUNWAY INSPIRED,FLORAL
700002,101030806,91,07/03/2019,6,89.99,Contemporary and Clean Shirts Pink Paisley,840,USA,0,26/02/2001,PINK,SHIRTS,53,CONTEMPORARY AND CLEAN,PAISLEY
700002,103050505,91,08/03/2019,6,129.99,Relaxed and Casual Jackets Green Plaid,840,USA,0,26/02/2001,GREEN,JACKETS,96,RELAXED AND CASUAL,PLAID
700002,103010509,38,09/03/2019,6,29.99,Relaxed and Casual Hats Green Floral,840,USA,0,26/02/2001,GREEN,HATS,53,RELAXED AND CASUAL,FLORAL
700002,201030303,44,10/03/2019,8,69.99,Contemporary and Clean Shirts Brown Geometric,840,USA,0,26/02/2001,BROWN,SHIRTS,70,CONTEMPORARY AND CLEAN,GEOMETRIC
700002,103050408,38,11/03/2019,6,109.99,Relaxed and Casual Jackets Blue Polka Dots,840,USA,0,26/02/2001,BLUE,JACKETS,96,RELAXED AND CASUAL,POLKA DOTS
700002,101050507,38,12/03/2019,6,129.99,Contemporary and Clean Jackets Green Houndstooth,840,USA,0,26/02/2001,GREEN,JACKETS,58,CONTEMPORARY AND CLEAN,HOUNDSTOOTH
700002,101030301,44,13/03/2019,8,49.99,Contemporary and Clean Shirts Brown Plain,840,USA,0,26/02/2001,BROWN,SHIRTS,1,CONTEMPORARY AND CLEAN,PLAIN
700002,203010103,44,14/03/2019,8,39.99,Relaxed and Casual Hats White Geometric,840,USA,0,26/02/2001,WHITE,HATS,44,RELAXED AND CASUAL,GEOMETRIC
700002,102050907,4,15/03/2019,2,119.99,Utility and Basics Jackets Yellow Houndstooth,840,USA,0,26/02/2001,YELLOW,JACKETS,11,UTILITY AND BASICS,HOUNDSTOOTH
700002,101020309,38,16/03/2019,6,29.99,Contemporary and Clean Shoes Brown Floral,840,USA,0,26/02/2001,BROWN,SHOES,83,CONTEMPORARY AND CLEAN,FLORAL
700002,204010110,76,17/03/2019,8,49.99,Dress to Impress Hats White Animal print,840,USA,0,26/02/2001,WHITE,HATS,74,DRESS TO IMPRESS,ANIMAL PRINT
700002,209010109,76,18/03/2019,8,29.99,Romantic and Bohemian Hats White Floral,840,USA,0,26/02/2001,WHITE,HATS,42,ROMANTIC AND BOHEMIAN,FLORAL
700002,201040804,67,19/03/2019,2,69.99,Contemporary and Clean Pants Pink Check,840,USA,0,26/02/2001,PINK,PANTS,76,CONTEMPORARY AND CLEAN,CHECK
700002,103030908,67,20/03/2019,2,9.99,Relaxed and Casual Shirts Yellow Polka Dots,840,USA,0,26/02/2001,YELLOW,SHIRTS,28,RELAXED AND CASUAL,POLKA DOTS
700002,103040202,44,21/03/2019,8,109.99,Relaxed and Casual Pants Black Striped,840,USA,0,26/02/2001,BLACK,PANTS,92,RELAXED AND CASUAL,STRIPED
700002,101020203,44,22/03/2019,8,39.99,Contemporary and Clean Shoes Black Geometric,840,USA,0,26/02/2001,BLACK,SHOES,36,CONTEMPORARY AND CLEAN,GEOMETRIC
700002,103060207,38,23/03/2019,6,59.99,Relaxed and Casual sweaters Black Houndstooth,840,USA,0,26/02/2001,BLACK,SWEATERS,15,RELAXED AND CASUAL,HOUNDSTOOTH
700002,109021009,76,24/03/2019,8,69.99,Romantic and Bohemian Shoes Orange Floral,840,USA,0,26/02/2001,ORANGE,SHOES,30,ROMANTIC AND BOHEMIAN,FLORAL
700002,204031009,76,25/03/2019,8,39.99,Dress to Impress Shirts Orange Floral,840,USA,0,26/02/2001,ORANGE,SHIRTS,22,DRESS TO IMPRESS,FLORAL
700002,101010201,44,26/03/2019,8,39.99,Contemporary and Clean Hats Black Plain,840,USA,0,26/02/2001,BLACK,HATS,20,CONTEMPORARY AND CLEAN,PLAIN
700002,103010103,44,27/03/2019,8,39.99,Relaxed and Casual Hats White Geometric,840,USA,0,26/02/2001,WHITE,HATS,6,RELAXED AND CASUAL,GEOMETRIC
700002,109011008,76,28/03/2019,8,29.99,Romantic and Bohemian Hats Orange Polka Dots,840,USA,0,26/02/2001,ORANGE,HATS,85,ROMANTIC AND BOHEMIAN,POLKA DOTS
700002,101060304,44,29/03/2019,8,39.99,Contemporary and Clean sweaters Brown Check,840,USA,0,26/02/2001,BROWN,SWEATERS,88,CONTEMPORARY AND CLEAN,CHECK
700002,103010603,91,30/03/2019,6,29.99,Relaxed and Casual Hats Purple Geometric,840,USA,0,26/02/2001,PURPLE,HATS,41,RELAXED AND CASUAL,GEOMETRIC
700002,204011007,4,31/03/2019,2,69.99,Dress to Impress Hats Orange Houndstooth,840,USA,0,26/02/2001,ORANGE,HATS,67,DRESS TO IMPRESS,HOUNDSTOOTH
700002,104031007,76,01/04/2019,8,99.99,Dress to Impress Shirts Orange Houndstooth,840,USA,0,26/02/2001,ORANGE,SHIRTS,81,DRESS TO IMPRESS,HOUNDSTOOTH
700002,201020509,38,02/04/2019,6,49.99,Contemporary and Clean Shoes Green Floral,840,USA,0,26/02/2001,GREEN,SHOES,26,CONTEMPORARY AND CLEAN,FLORAL
700002,201060604,91,03/04/2019,6,119.99,Contemporary and Clean sweaters Purple Check,840,USA,0,26/02/2001,PURPLE,SWEATERS,90,CONTEMPORARY AND CLEAN,CHECK
700002,210060107,76,04/04/2019,8,99.99,Runway Inspired sweaters White Houndstooth,840,USA,0,26/02/2001,WHITE,SWEATERS,37,RUNWAY INSPIRED,HOUNDSTOOTH
700002,101030605,91,05/04/2019,6,59.99,Contemporary and Clean Shirts Purple Plaid,840,USA,0,26/02/2001,PURPLE,SHIRTS,21,CONTEMPORARY AND CLEAN,PLAID
700015,104060808,87,06/04/2019,8,129.99,Dress to Impress sweaters Pink Polka Dots,840,USA,0,25/11/1992,PINK,SWEATERS,92,DRESS TO IMPRESS,POLKA DOTS
700015,101010708,16,07/04/2019,8,19.99,Contemporary and Clean Hats Red Polka Dots,840,USA,0,25/11/1992,RED,HATS,20,CONTEMPORARY AND CLEAN,POLKA DOTS
700015,103040101,60,08/04/2019,6,59.99,Relaxed and Casual Pants White Plain,840,USA,0,25/11/1992,WHITE,PANTS,14,RELAXED AND CASUAL,PLAIN
700015,203060309,79,09/04/2019,7,159.99,Relaxed and Casual sweaters Brown Floral,840,USA,0,25/11/1992,BROWN,SWEATERS,54,RELAXED AND CASUAL,FLORAL
700015,103050409,51,10/04/2019,7,29.99,Relaxed and Casual Jackets Blue Floral,840,USA,0,25/11/1992,BLUE,JACKETS,45,RELAXED AND CASUAL,FLORAL
700015,103060209,51,11/04/2019,7,79.99,Relaxed and Casual sweaters Black Floral,840,USA,0,25/11/1992,BLACK,SWEATERS,60,RELAXED AND CASUAL,FLORAL
700015,203040101,87,12/04/2019,8,69.99,Relaxed and Casual Pants White Plain,840,USA,0,25/11/1992,WHITE,PANTS,30,RELAXED AND CASUAL,PLAIN
700015,103010508,16,13/04/2019,8,9.99,Relaxed and Casual Hats Green Polka Dots,840,USA,0,25/11/1992,GREEN,HATS,88,RELAXED AND CASUAL,POLKA DOTS
700015,201050409,51,14/04/2019,7,59.99,Contemporary and Clean Jackets Blue Floral,840,USA,0,25/11/1992,BLUE,JACKETS,59,CONTEMPORARY AND CLEAN,FLORAL
700015,101050501,79,15/04/2019,7,49.99,Contemporary and Clean Jackets Green Plain,840,USA,0,25/11/1992,GREEN,JACKETS,32,CONTEMPORARY AND CLEAN,PLAIN
700015,101020706,16,16/04/2019,8,49.99,Contemporary and Clean Shoes Red Paisley,840,USA,0,25/11/1992,RED,SHOES,29,CONTEMPORARY AND CLEAN,PAISLEY
700015,103010101,60,17/04/2019,6,19.99,Relaxed and Casual Hats White Plain,840,USA,0,25/11/1992,WHITE,HATS,50,RELAXED AND CASUAL,PLAIN
700015,203030108,87,18/04/2019,8,79.99,Relaxed and Casual Shirts White Polka Dots,840,USA,0,25/11/1992,WHITE,SHIRTS,92,RELAXED AND CASUAL,POLKA DOTS
700015,104060801,60,19/04/2019,6,139.99,Dress to Impress sweaters Pink Plain,840,USA,0,25/11/1992,PINK,SWEATERS,33,DRESS TO IMPRESS,PLAIN
700015,101040410,79,20/04/2019,7,109.99,Contemporary and Clean Pants Blue Animal print,840,USA,0,25/11/1992,BLUE,PANTS,38,CONTEMPORARY AND CLEAN,ANIMAL PRINT
700015,103020407,51,21/04/2019,7,19.99,Relaxed and Casual Shoes Blue Houndstooth,840,USA,0,25/11/1992,BLUE,SHOES,81,RELAXED AND CASUAL,HOUNDSTOOTH
700015,101060608,16,22/04/2019,8,109.99,Contemporary and Clean sweaters Purple Polka Dots,840,USA,0,25/11/1992,PURPLE,SWEATERS,93,CONTEMPORARY AND CLEAN,POLKA DOTS
700015,101051001,20,23/04/2019,5,69.99,Contemporary and Clean Jackets Orange Plain,840,USA,0,25/11/1992,ORANGE,JACKETS,44,CONTEMPORARY AND CLEAN,PLAIN
700015,103040110,87,24/04/2019,8,149.99,Relaxed and Casual Pants White Animal print,840,USA,0,25/11/1992,WHITE,PANTS,2,RELAXED AND CASUAL,ANIMAL PRINT
700015,101040904,60,25/04/2019,6,79.99,Contemporary and Clean Pants Yellow Check,840,USA,0,25/11/1992,YELLOW,PANTS,71,CONTEMPORARY AND CLEAN,CHECK
700015,101060309,79,26/04/2019,7,139.99,Contemporary and Clean sweaters Brown Floral,840,USA,0,25/11/1992,BROWN,SWEATERS,50,CONTEMPORARY AND CLEAN,FLORAL
700015,103040308,51,27/04/2019,7,99.99,Relaxed and Casual Pants Brown Polka Dots,840,USA,0,25/11/1992,BROWN,PANTS,19,RELAXED AND CASUAL,POLKA DOTS
700015,101010401,79,28/04/2019,7,39.99,Contemporary and Clean Hats Blue Plain,840,USA,0,25/11/1992,BLUE,HATS,92,CONTEMPORARY AND CLEAN,PLAIN
700015,202060901,20,29/04/2019,5,159.99,Utility and Basics sweaters Yellow Plain,840,USA,0,25/11/1992,YELLOW,SWEATERS,21,UTILITY AND BASICS,PLAIN
700015,302030101,87,30/04/2019,8,39.99,Utility and Basics Shirts White Plain,840,USA,0,25/11/1992,WHITE,SHIRTS,13,UTILITY AND BASICS,PLAIN
700015,203060803,49,01/05/2019,5,49.99,Relaxed and Casual sweaters Pink Geometric,840,USA,0,25/11/1992,PINK,SWEATERS,65,RELAXED AND CASUAL,GEOMETRIC
700015,102050101,87,02/05/2019,8,119.99,Utility and Basics Jackets White Plain,840,USA,0,25/11/1992,WHITE,JACKETS,94,UTILITY AND BASICS,PLAIN
700015,101030708,16,03/05/2019,8,69.99,Contemporary and Clean Shirts Red Polka Dots,840,USA,0,25/11/1992,RED,SHIRTS,85,CONTEMPORARY AND CLEAN,POLKA DOTS
700015,104030807,17,04/05/2019,2,99.99,Dress to Impress Shirts Pink Houndstooth,840,USA,0,25/11/1992,PINK,SHIRTS,78,DRESS TO IMPRESS,HOUNDSTOOTH
700015,102061008,17,05/05/2019,2,159.99,Utility and Basics sweaters Orange Polka Dots,840,USA,0,25/11/1992,ORANGE,SWEATERS,100,UTILITY AND BASICS,POLKA DOTS
700015,104020102,82,06/05/2019,3,59.99,Dress to Impress Shoes White Striped,840,USA,0,25/11/1992,WHITE,SHOES,14,DRESS TO IMPRESS,STRIPED
700015,201060705,16,07/05/2019,8,109.99,Contemporary and Clean sweaters Red Plaid,840,USA,0,25/11/1992,RED,SWEATERS,11,CONTEMPORARY AND CLEAN,PLAID
700015,102061002,60,08/05/2019,6,59.99,Utility and Basics sweaters Orange Striped,840,USA,0,25/11/1992,ORANGE,SWEATERS,90,UTILITY AND BASICS,STRIPED
700015,102050910,20,09/05/2019,5,19.99,Utility and Basics Jackets Yellow Animal print,840,USA,0,25/11/1992,YELLOW,JACKETS,45,UTILITY AND BASICS,ANIMAL PRINT
700015,101030302,82,10/05/2019,3,9.99,Contemporary and Clean Shirts Brown Striped,840,USA,0,25/11/1992,BROWN,SHIRTS,55,CONTEMPORARY AND CLEAN,STRIPED
700015,101050105,82,11/05/2019,3,79.99,Contemporary and Clean Jackets White Plaid,840,USA,0,25/11/1992,WHITE,JACKETS,92,CONTEMPORARY AND CLEAN,PLAID
700015,201040708,16,12/05/2019,8,59.99,Contemporary and Clean Pants Red Polka Dots,840,USA,0,25/11/1992,RED,PANTS,41,CONTEMPORARY AND CLEAN,POLKA DOTS
700015,103020901,20,13/05/2019,5,39.99,Relaxed and Casual Shoes Yellow Plain,840,USA,0,25/11/1992,YELLOW,SHOES,84,RELAXED AND CASUAL,PLAIN
700015,101010408,51,14/05/2019,7,9.99,Contemporary and Clean Hats Blue Polka Dots,840,USA,0,25/11/1992,BLUE,HATS,52,CONTEMPORARY AND CLEAN,POLKA DOTS
700015,103050310,79,15/05/2019,7,119.99,Relaxed and Casual Jackets Brown Animal print,840,USA,0,25/11/1992,BROWN,JACKETS,21,RELAXED AND CASUAL,ANIMAL PRINT
700015,204051010,28,16/05/2019,2,79.99,Dress to Impress Jackets Orange Animal print,840,USA,0,25/11/1992,ORANGE,JACKETS,69,DRESS TO IMPRESS,ANIMAL PRINT
700015,104061009,31,17/05/2019,1,199.99,Dress to Impress sweaters Orange Floral,840,USA,0,25/11/1992,ORANGE,SWEATERS,44,DRESS TO IMPRESS,FLORAL
700015,101060905,72,18/05/2019,2,139.99,Contemporary and Clean sweaters Yellow Plaid,840,USA,0,25/11/1992,YELLOW,SWEATERS,17,CONTEMPORARY AND CLEAN,PLAID
700015,203041010,28,19/05/2019,2,79.99,Relaxed and Casual Pants Orange Animal print,840,USA,0,25/11/1992,ORANGE,PANTS,29,RELAXED AND CASUAL,ANIMAL PRINT
700015,103020805,72,20/05/2019,2,19.99,Relaxed and Casual Shoes Pink Plaid,840,USA,0,25/11/1992,PINK,SHOES,50,RELAXED AND CASUAL,PLAID
700015,104051009,87,21/05/2019,8,139.99,Dress to Impress Jackets Orange Floral,840,USA,0,25/11/1992,ORANGE,JACKETS,93,DRESS TO IMPRESS,FLORAL
700015,103020601,79,22/05/2019,7,39.99,Relaxed and Casual Shoes Purple Plain,840,USA,0,25/11/1992,PURPLE,SHOES,92,RELAXED AND CASUAL,PLAIN
700015,104020909,20,23/05/2019,5,59.99,Dress to Impress Shoes Yellow Floral,840,USA,0,25/11/1992,YELLOW,SHOES,5,DRESS TO IMPRESS,FLORAL
700015,203050606,16,24/05/2019,8,149.99,Relaxed and Casual Jackets Purple Paisley,840,USA,0,25/11/1992,PURPLE,JACKETS,26,RELAXED AND CASUAL,PAISLEY
700015,202060103,60,25/05/2019,6,89.99,Utility and Basics sweaters White Geometric,840,USA,0,25/11/1992,WHITE,SWEATERS,43,UTILITY AND BASICS,GEOMETRIC
700015,101030705,49,26/05/2019,5,9.99,Contemporary and Clean Shirts Red Plaid,840,USA,0,25/11/1992,RED,SHIRTS,74,CONTEMPORARY AND CLEAN,PLAID
700015,201050804,49,27/05/2019,5,89.99,Contemporary and Clean Jackets Pink Check,840,USA,0,25/11/1992,PINK,JACKETS,19,CONTEMPORARY AND CLEAN,CHECK
700015,201010208,51,28/05/2019,7,29.99,Contemporary and Clean Hats Black Polka Dots,840,USA,0,25/11/1992,BLACK,HATS,18,CONTEMPORARY AND CLEAN,POLKA DOTS
700015,101030101,87,29/05/2019,8,69.99,Contemporary and Clean Shirts White Plain,840,USA,0,25/11/1992,WHITE,SHIRTS,11,CONTEMPORARY AND CLEAN,PLAIN
700015,103010804,49,30/05/2019,5,29.99,Relaxed and Casual Hats Pink Check,840,USA,0,25/11/1992,PINK,HATS,92,RELAXED AND CASUAL,CHECK
700015,101060806,49,31/05/2019,5,109.99,Contemporary and Clean sweaters Pink Paisley,840,USA,0,25/11/1992,PINK,SWEATERS,72,CONTEMPORARY AND CLEAN,PAISLEY
2900003,101030508,37,01/06/2019,2,29.99,Contemporary and Clean Shirts Green Polka Dots,840,USA,0,13/05/1996,GREEN,SHIRTS,52,CONTEMPORARY AND CLEAN,POLKA DOTS
2900003,104011008,12,02/06/2019,3,49.99,Dress to Impress Hats Orange Polka Dots,840,USA,0,13/05/1996,ORANGE,HATS,94,DRESS TO IMPRESS,POLKA DOTS
2900003,103040410,66,03/06/2019,8,39.99,Relaxed and Casual Pants Blue Animal print,840,USA,0,13/05/1996,BLUE,PANTS,54,RELAXED AND CASUAL,ANIMAL PRINT
2900003,104040408,66,04/06/2019,8,169.99,Dress to Impress Pants Blue Polka Dots,840,USA,0,13/05/1996,BLUE,PANTS,0,DRESS TO IMPRESS,POLKA DOTS
2900003,202050208,95,05/06/2019,3,29.99,Utility and Basics Jackets Black Polka Dots,840,USA,0,13/05/1996,BLACK,JACKETS,6,UTILITY AND BASICS,POLKA DOTS
2900003,101030410,66,06/06/2019,8,89.99,Contemporary and Clean Shirts Blue Animal print,840,USA,0,13/05/1996,BLUE,SHIRTS,42,CONTEMPORARY AND CLEAN,ANIMAL PRINT
2900003,208020101,53,07/06/2019,2,39.99,Athletic Shoes White Plain,840,USA,0,13/05/1996,WHITE,SHOES,11,ATHLETIC,PLAIN
2900003,102060306,95,08/06/2019,3,99.99,Utility and Basics sweaters Brown Paisley,840,USA,0,13/05/1996,BROWN,SWEATERS,10,UTILITY AND BASICS,PAISLEY
